Word,ValenceMean,ValenceSD,%ValenceRaters ,ArousalMean,ArousalSD,%ArousalRaters
aligerar,5.5,1,100,5.7,1.17,100
alimentación,7.4,1.27,100,4.8,2.46,100
alimentar,6.75,1.52,100,4.75,1.83,100
alimentaria,6,1.34,100,4.8,1.64,100
alimenticia,5.9,1.07,100,4.95,1.19,100
alimento,7.3,1.42,100,4.25,1.71,100
alineación,5.5,1.1,100,4.6,1.64,100
alineamiento,5.2,0.41,100,4.95,0.97,95
alinear,5.55,1.28,100,4.45,1.32,100
alioli,6.35,1.66,100,5.05,1.43,100
alistar,4.35,1.42,100,5.85,1.39,100
aliviar,7.35,1.09,100,2.95,1.54,100
alivio,8,0.92,100,2.95,1.96,100
aljibe,5.25,1.06,60,5,1.03,80
alla,4.93,0.46,75,5.11,0.58,90
allá,4.85,1.23,100,5.3,1.63,100
allanamiento,3.95,2.16,100,6.75,1.59,100
allanar,4.74,1.24,95,5.1,1.8,100
allende*,5.5,1.31,40,5.38,0.74,40
alli,4.89,0.81,95,4.95,0.91,95
allí,5.65,1.53,100,4.65,1.31,100
alma,6.3,1.53,100,4.5,2.06,100
almacén,5.15,1.14,100,4.7,0.8,100
almacena,5.4,1.27,100,4.5,1.4,100
almacenaje,5.2,1.06,100,4.95,0.89,100
almacenamiento,5.15,0.93,100,4.95,0.51,100
almacenar,5.15,0.93,100,4.75,1.71,100
almanaque,5.9,1.59,100,4.39,1.42,90
almendra,6.05,1,100,4.9,1.21,100
almendro,6.45,1.32,100,3.55,1.76,100
almeriense,5.8,1.11,100,4.45,1.32,100
almíbar,6.5,1.47,100,4.55,1.61,100
almidón,5,1.37,95,5,0.65,100
almirante,5.55,1.67,100,4.95,1.19,100
almohada,7.58,1.3,100,1.8,1.47,100
almorzar,7.3,1.34,100,4.9,2.25,100
almuerzo,6.4,1.19,100,5.35,1.69,100
alocución,5.1,1.1,50,5.7,0.82,50
aloja,5.95,1.43,95,4.35,1.63,100
alojado,6,1.53,90,4.35,1.98,100
alojamiento,6.35,1.42,100,3.9,1.83,100
alojar,5.8,1.15,100,4.3,1.53,100
alondra,5.91,1.58,55,4.27,1.39,75
alpargata,5.6,0.94,100,5.2,1.11,100
alpha,5.22,0.81,90,4.33,1.71,90
alpinismo,5.75,1.65,100,5.2,2.12,100
alpino,6.11,1.15,95,4.58,1.61,95
alquilar,4.65,1.57,100,5.1,1.62,100
alquiler,4.55,1.57,100,5.55,1.47,100
alquimia,5.65,1.06,85,5.71,1.53,85
alquimista,5.56,1.62,90,4.53,2.01,95
alquitrán,3.35,1.42,100,5.85,1.14,100
alrededor,5.55,1.05,100,5.05,0.69,100
altar,5.6,1.5,100,5.8,2.07,100
altavoz,5.55,1,100,5.8,2.09,100
alteración,3.85,1.18,100,6.7,1.22,100
alterar,3.35,1.93,100,6.65,1.69,100
altercado,2.7,1.42,100,7.55,1.32,100
alterna,5.3,0.66,100,4.78,1.48,90
alternancia,5.55,1.05,100,5,1.84,100
alternar,5.15,0.75,100,5.15,1.23,100
alternativa,6.2,1.24,100,5.35,1.27,100
alternativo,6.05,1.15,100,4.9,1.65,100
alteza,4.1,1.65,100,5.45,0.83,100
altiplano,5.11,1.02,90,5.6,1.27,100
altísimo,6.37,1.61,95,6.6,1.35,100
altitud,5.3,1.87,100,6.25,1.97,100
altivez,4.5,1.21,80,6.13,1.6,75
altivo,4.53,2.07,85,5.94,1.64,85
altruismo,6.21,1.75,95,4.2,2.44,100
altruista,6.58,1.57,95,4.7,2.25,100
altura,5.7,1.13,100,6.55,1.43,100
alucinación,4.25,1.86,100,6.6,1.39,100
alud,3.53,1.42,85,5.94,2.22,85
aludir,5.25,1.07,100,5,1.56,100
alumbra,5.95,1.1,100,4.95,1.08,95
alumbrado,5.75,1.07,100,4.15,2.23,100
alumbrar,6.65,1.5,100,5.25,1.71,100
aluminio,4.9,0.91,100,5.4,1.7,100
alumna,6.5,1.28,100,5.05,1,100
alumnado,6.1,1.55,100,5.4,1.31,100
alumno,6.3,1.13,100,4.85,1.57,100
alusión,4.8,0.83,100,5.74,1.19,95
aluvión,4.65,1.06,85,5.79,1.27,95
alza,5.75,1.12,100,4.79,1.27,95
alzamiento,5.32,1.38,95,6,1.26,100
alzar,5.8,1.06,100,5.65,1.09,100
alzheimer,1.35,0.67,100,6.9,1.68,100
ama,7.2,1.77,100,5.1,2.47,100
amabilidad,7.98,1.07,100,2.8,2.07,100
amable,8.5,0.69,100,3.63,1.84,100
amada,8.25,1.02,100,4.74,2.68,95
amado,7.98,1.56,100,4.85,2.63,100
amalgama*,5.43,1.62,35,5.4,2.19,25
amanecer,7.48,1.38,100,2.83,2.06,100
amante,5.45,2.21,100,6.55,1.67,100
amapola,7.85,1.18,100,3.05,1.96,100
amar,8.7,0.66,100,5.65,3.05,100
amargo,2.85,1.39,100,5.1,1.77,100
amargura,1.8,1.01,100,6.6,1.96,100
amarilla,5.55,1.15,100,4.55,1.67,100
amarillento,4.1,1.25,100,4.9,1.21,100
amarillo,6.1,1.26,100,4.73,1.58,100
amasador,5.45,1.19,100,4.65,1.5,100
amatista,5.83,1.47,90,4.25,1.91,80
amazónica,6.3,1.59,100,6.25,2.02,100
ámbar,5.5,1.15,100,4.9,1.17,100
ambición,4.73,2.68,100,6.48,1.5,100
ambicioso,4.7,2.13,100,6.6,0.94,100
ambientación,6.6,1.27,100,5.15,1.66,100
ambiental,6.65,1.18,100,5.05,1.65,95
ambiente,5.95,1.36,100,4.4,1.35,100
ambigua,4.37,1.21,95,5.65,0.99,100
ambigüedad,4.15,1.23,100,5.5,1.85,100
ámbito,5.6,1.05,100,4.75,1.37,100
ambulancia,3.3,1.52,100,6.98,1.72,100
ambulante,3.7,1.22,100,5.2,1.54,100
amén,4.8,1.24,100,4.2,1.88,100
amena,7.25,1.33,100,3.5,1.73,100
amenaza,2.68,1.44,100,7.77,1.09,97.5
amenazador,2.25,1.07,100,7.75,0.91,100
amenazante,2.55,1.05,100,7,1.84,100
amenazar,2.35,1.23,100,7.65,1.09,100
americana,6,1.17,100,5,1.26,100
americano,5.45,0.94,100,5.7,1.53,100
americio*,4.57,1.62,35,5,0,35
ametralladora,2.3,1.38,100,7.45,1.23,100
amianto*,4.08,1.38,60,5.38,0.74,40
amiga,8.05,0.89,100,4.75,2.43,100
amigable,7.63,1.19,100,4,2.15,100
amigdalitis,2.79,1.18,95,6.63,1.16,95
amigo,8.1,1.12,100,4.53,2.45,100
aminoácido,5.4,1.47,100,4.95,1.54,100
aminorar,5.4,0.88,100,3.55,1.43,100
amistad,8.4,0.99,100,4.35,2.62,100
amistoso,8.1,1.12,100,3.85,2.18,100
amnesia,1.85,1.14,100,5.9,2.27,100
amnistía,5.33,1.95,75,4.75,1.83,100
amo,5.5,2.74,100,6.5,1.93,100
amonestación,2.65,1.35,100,7.25,1.33,100
amonestar,3.05,1.15,100,7,1.3,100
amonio,5.27,0.8,75,5.05,1.31,95
amontonar,3.47,1.26,95,5.65,1.63,100
amor,8.4,1.03,100,6.4,3.05,100
amorosa,8.15,1.35,100,5.2,2.44,100
amortización,5.2,0.83,100,4.75,1.62,100
ampara,5.75,1.06,80,4.5,2.09,90
amparo,6,1.67,95,4.55,1.76,100
amplia,6.15,1.42,100,4.7,1.63,100
ampliación,6,1.21,100,5.8,1.28,100
ampliar,5.65,1.23,100,5.25,1.25,100
amplificación,5.7,1.17,100,5.2,1.64,100
amplitud,6.2,1.28,100,4.5,2.09,100
ampolla,3.25,1.3,100,6.18,1.26,100
amputación,2.1,1.17,100,7.1,1.45,100
amuleto,7.1,1.45,100,4.15,2.06,100
amurallado,3.8,1.47,100,5.5,1.73,100
ana,5.56,1.5,90,4.95,1.7,100
anacardo,5.74,1.15,95,4.63,1.38,95
anaconda,3.75,1.65,100,7.55,1.64,100
ánade*,5,0,30,4.8,1.1,25
añadidura,4.68,0.82,95,4.89,0.88,95
añadir,5.8,1.24,100,4.95,1,100
anagrama,5.21,0.71,95,4.63,1.3,95
anal,4.35,1.66,100,6.5,1.93,100
analfabetismo,2.25,1.21,100,6.65,1.42,100
analista,5.74,1.1,95,4.95,1.47,100
analítica,4.4,1.57,100,6.05,1.57,100
analizada,4.9,0.97,100,5.3,1.17,100
analizado,4.7,1.17,100,5.55,1.54,100
analizar,5.5,1.05,100,6.2,1.28,100
análoga,5.6,1.27,100,4.9,1.21,100
analogía,5.05,0.76,100,4.39,1.69,90
analógico,5.2,1.06,100,4.2,1.28,100
anaranjado,5.35,1.81,100,4.65,1.04,100
anarquía,4.8,1.67,100,6.2,1.51,100
anarquismo,4.6,2.11,100,6.32,1.86,95
anarquista,4.25,1.55,100,6.2,1.96,100
anatema*,4.78,0.44,45,5.86,1.57,35
anatomía,5.5,1.19,100,5.1,2.02,100
ancestral,5.45,1.1,100,4.8,1.15,100
ancestro,5.55,1.1,100,4.68,1.49,95
anchas,5.3,1.49,100,4.6,1.27,100
ancho,4.9,1.17,100,4.85,1.04,100
anchoa,5.6,1.79,100,4.05,1.43,100
anciana,5,2.03,100,4.1,2.2,100
anciano,5.4,2.06,100,3.5,1.85,100
ancla,4.85,1.14,100,4.6,1.82,100
anclaje,4.25,0.91,100,4.7,1.26,100
anda,5.75,1.21,100,4.45,1.23,100
andadura,5.4,1.43,100,5.5,0.95,100
andaluz,6.65,1.84,100,4.85,2.08,100
andaluza,6.5,1.32,100,5.9,1.33,100
andante,6.25,1.41,100,4.25,1.33,100
andar,6.9,1.62,100,3.9,1.94,100
andaré,5.8,1.24,100,5.4,1.98,100
andaría,5.65,0.67,100,4.6,1.31,100
andén,5.75,1.12,100,5.05,1.87,95
andina*,5.4,0.89,25,4.23,1.69,65
ando,5.55,1.23,100,4.42,1.57,95
anécdota,6.85,1.27,100,5.35,1.84,100
anemia,2.95,1.23,100,5.9,2,100
anestesia,4.1,1.74,100,3.9,2.73,100
anestesista,4.75,1.02,100,5.75,2.4,100
anexa,5.12,1.36,85,5.12,0.33,85
anexión,5.53,0.96,95,5.06,0.9,85
anexionar,5.19,0.83,80,5.32,0.95,95
anexo,4.75,0.55,100,5.05,1.28,100
anfibios,5.4,1.23,100,5.15,1.18,100
anfiteatro,5.5,1.24,100,5.05,1.36,100
anfitrión,5.85,1.14,100,6.2,1.4,100
anfitriona,6.8,1.4,100,5.84,1.71,95
ángel,7.28,1.43,100,3.8,2.02,100
angelical,6.7,1.34,100,3.35,1.76,100
angina,2.75,1.55,100,6.35,1.18,100
anglosajón,6,1.59,100,5.1,0.31,100
angora,5.33,0.89,60,4.73,0.88,75
angosta,4.31,2.02,65,5.82,1.66,55
angular,5.25,0.64,100,4.6,0.94,100
ángulo,5.1,0.31,100,4.6,1.39,100
angustia,1.95,0.89,100,7.25,1.62,100
angustiado,2.38,1.51,100,7,0.97,100
angustiosa,2.4,1.1,100,7.3,1.26,100
anhelar,4.16,1.71,95,5.9,1.97,100
anhelo,3.98,1.76,100,5.35,2.18,100
anidar,5.7,0.98,100,4.37,1.67,95
añil,5.69,1.3,80,4.41,1.54,85
anillo,6.2,1.24,100,6,1.78,100
ánima,5,1.55,80,5.44,1.92,90
animación,6.95,1.32,100,6.45,2.14,100
animal,7.3,1.63,100,4.6,1.93,100
animalito,7.4,2.01,100,4.55,2.46,100
animar,7.9,0.97,100,6.85,1.98,100
anime,6.55,1.76,100,5.15,2.06,100
anímico,4.68,1.95,95,5.89,1.66,95
ánimo,7.75,1.29,100,5.53,2.25,100
animosidad,6.72,1.23,90,5.16,1.77,95
animoso,7.35,1.27,100,4.8,2.35,100
aniquilación,2,1.26,100,7.45,1.36,100
aniquilamiento,1.95,1.32,100,7.9,1.07,100
aniquilar,2.35,1.27,100,6.65,1.39,100
anís,5.7,1.45,100,4.85,2.03,100
aniversario,7.75,1.45,100,5.15,2.81,100
ano,4.55,1.36,100,5.75,1.62,100
año,5.75,1.59,100,4.95,1.7,100
anoche,5.9,1.37,100,4.15,1.98,100
anochecer,6.5,1.93,100,4,2.03,100
anomalía,2.3,1.22,100,7.1,1.37,100
anónima,4.7,1.08,100,4.85,1.31,100
anonimato,4.65,1.14,100,4.4,1.79,100
anónimo,4.65,0.99,100,5.6,1.79,100
anorak,6.53,1.5,95,4.11,1.94,95
anorexia,2.3,1.13,100,7.05,1.61,100
anormal,3.85,1.35,100,6.25,0.79,100
anotación,5.35,1.09,100,4.65,1.09,100
anotador,5.3,0.92,100,4.7,1.42,100
anotar,5.45,1.23,100,5.35,1.35,100
ansia,3.5,1.4,100,7.6,1.31,100
ansiedad,2.1,0.91,100,7.7,1.22,100
ansioso,4.2,1.7,100,7.35,1.58,100
antagonismo,4.5,0.95,100,5.58,1.39,95
antagonista,3.75,1.45,100,5.85,1.14,100
antaño,5.1,1.65,100,3.9,1.33,100
antártico,5.15,1.35,100,4.85,1.66,100
ante,5.26,0.87,95,4.37,1.21,95
anteayer,5,0.56,100,4.5,1.15,100
antebrazo,5.05,0.69,100,4.35,1.5,100
antecámara,5.06,0.73,90,4.35,1.6,100
antecedente,4.15,1.53,100,5.75,1.37,100
anteceder,5.45,1.15,100,4.95,1.23,100
antecesor,5.8,1.15,100,4.85,1.09,100
antelación,5.8,0.89,100,5.6,1.73,100
antemano,5.5,1.1,100,4.65,1.18,100
antena,4.85,1.14,100,4.7,1.66,100
antepasado,5.8,0.89,100,4.7,1.81,100
anteproyecto,5.25,1.25,100,4.63,2.01,95
anterior,4.75,1.21,100,4.55,1.32,100
anterioridad,4.65,0.93,100,4.05,1.67,100
antes,5.15,1.35,100,4.55,1.36,100
antesala,5,0.92,100,5,1.17,100
anticiclón,4.7,2.68,100,5.45,1.96,100
anticipación,5.85,1.09,100,5.6,1.1,100
anticipar,5.55,1.39,100,5.75,1.62,100
anticipo,5.55,1.28,100,5.4,1.6,100
anticuario,5,2.11,95,3.89,1.52,95
antidisturbios,2.9,1.41,100,6.5,1.61,100
antidopaje,5.65,1.79,100,5.1,1.65,100
antídoto,6.5,1.67,100,5.5,1.7,100
antifaz,6.55,1.73,100,5.5,1.61,100
antiglobalización,4.4,1.98,100,5.55,1.57,100
antigüedad,6.05,1.47,100,4.35,1.79,100
antiguo,6,1.21,100,4.4,1.47,100
antílope,5.05,0.85,95,4.84,1.21,95
antimonio,4.93,0.46,75,5.63,1.59,80
antipatía,2.65,0.99,100,6.55,1.19,100
antisemita,3.25,1.95,80,5.6,1.3,75
antisemitismo,3.33,1.5,75,6.08,2.29,65
antisocial,3.2,1.74,100,6.55,1.47,100
antitanque,4.44,1.15,90,4.94,2.21,90
antiterrorista,6.4,1.54,100,5.5,2.01,100
antojarse,5.8,1.01,100,5.15,1.66,100
antojo,5.9,1.52,100,5.5,1.4,100
antología,5.44,0.78,90,4.8,1.74,100
antológica,5.72,1.07,90,5.05,1.36,100
antonomasia,4.85,0.69,65,5,1.76,60
antorcha,5.85,0.93,100,6.05,1.57,100
antropología,5.4,1.5,100,5.3,1.66,100
antropológico,6,1.34,100,5.1,1.52,100
antropólogo,5.45,1.28,100,5.15,0.88,100
anuario,5.4,0.75,100,5.3,0.8,100
anular,3.9,1.33,100,5.6,1.35,100
anunciar,6.3,1.49,100,6,1.08,100
anuncio,5.5,1.47,100,4.9,1.68,100
anverso,4.92,0.79,60,4.73,1.39,75
anzuelo,4.25,1.33,100,5.4,1.64,100
apacible,5.9,1.12,100,3.35,2.11,100
apaciguar,6,1.12,100,4.05,1.82,100
apagar,4.3,1.3,100,4.1,1.52,100
apagón,4.15,1.5,100,6.35,1.53,100
aparador,4.89,1.05,95,4.94,0.87,90
aparato,4.75,1.41,100,5.05,0.89,100
aparcamiento,5.15,1.27,100,5.3,1.49,100
apareamiento,7,1.12,100,6.5,1.47,100
aparece,5.6,1.19,100,4.7,1.56,100
aparecer,6.25,1.21,100,4.9,2,100
apareceré,5.45,1,100,6.05,1.7,100
aparecería,5.7,0.92,100,5.37,1.74,95
aparecido,6.4,1.6,100,5.65,1.5,100
aparejador,5.15,0.93,100,4.5,1.32,100
aparejo,5.22,0.65,90,4.79,1.13,95
aparentar,2.85,1.27,100,6,1.52,100
aparente,4.8,1.24,100,4.5,1.1,100
aparezco,5.75,1.21,100,5.25,1.25,100
aparición,5,1.12,100,6.35,1.04,100
apariencia,4.05,1.64,100,5.1,1.21,100
aparta,3.47,1.68,95,6,1.12,100
apartado,4,1.34,100,5.35,1.39,100
apartahotel,5.95,1.35,95,4.74,2.02,95
apartamento,7,1.56,100,3.9,1.68,100
apartar,3.85,1.18,100,5.6,1.31,100
aparte,4.65,0.81,100,4.95,1.73,100
apasionante,7.45,1.47,100,6.8,2.28,100
apatía,3.25,1.48,100,6.45,1.99,100
apego,6.95,0.94,100,4.7,2.6,100
apelación,4.89,0.74,95,5.53,1.65,95
apelante,4.44,0.89,80,5.43,1.6,70
apelar,5.5,2.06,100,5.6,1.1,100
apelativo,4.75,0.85,100,5.11,1.63,95
apellido,5.45,0.89,100,5,0.32,100
apenas,4.95,1.05,100,4.6,1.54,100
apéndice,4.75,0.85,100,5.25,1.37,100
apendicitis,2.05,1.18,95,7.15,1.27,100
aperitivo,7.6,1.05,100,5.35,2.28,100
apertura,6.1,1.17,100,5.15,1.81,100
apetecer,7.35,1.31,100,5.2,2.31,100
apetito,5.5,1.28,100,5.65,1.73,100
ápice,4.95,1.13,95,5.42,1.73,60
apicultura,5.3,1.53,100,5.21,0.98,95
aplacar,4.78,1.7,90,5.8,1.32,100
aplasta,3.55,1.36,100,6.05,1.47,100
aplastado,3.18,1.43,100,6.38,1.41,100
aplastante,4.25,1.45,100,6.35,1.66,100
aplastar,2.7,1.42,100,6.15,0.99,100
aplastaré,3,0.92,100,6.5,1.7,100
aplastaría,2.9,0.97,100,7.15,1.14,100
aplasto,3.35,1.23,100,6.7,1.08,100
aplaudir,7.3,1.17,100,7,1.34,100
aplauso,7.25,1.29,100,6.4,2.16,100
aplausos,6.75,1.58,100,5.85,2.03,100
aplazamiento,3.95,1.36,100,4.2,1.36,100
aplazar,3.75,1.16,100,5.1,1.62,100
aplicable,5.7,1.17,100,4.65,1.42,100
aplicación,5.65,1.18,100,5.2,1.36,100
aplicar,5.7,1.03,100,5.2,0.7,100
aplomo,4.9,1.62,100,4.83,2.09,90
apoderar,5.1,1.89,100,6.25,1.12,100
apodo,5.6,1.35,100,4.85,1.14,100
apogeo,6.4,1.23,100,6.22,1.06,90
apología,5.28,0.83,90,5.29,1.61,85
apólogo*,5.2,0.79,50,4.83,0.98,30
aportación,6.85,1.39,100,4.65,1.69,100
aportar,6.85,1.18,100,5.4,1.43,100
aporte,6.45,1.28,100,5.4,1.19,100
aposento,5,1.17,100,3.85,1.5,100
apostar,5,1.84,100,6.6,1.35,100
apostillar,4.17,1.19,60,6,1,75
apóstol,4.8,1.54,100,4.5,1.88,100
apostólica,4.6,1.27,100,4.4,1.6,100
apoyar,6.95,1.5,100,5.4,2.04,100
apoyo,7.75,1.21,100,3.95,2.46,100
apraxia*,3.78,1.2,45,6.47,1.19,75
apreciable,6.8,1.24,100,4.35,1.42,100
apreciación,7.05,1.61,100,4.55,2.14,100
apreciar,8.15,0.99,100,4.3,2.13,100
aprecio,7.75,1.16,100,4.3,2.34,100
aprehensión,3.63,1.07,95,6,1.34,100
apremiante,5.44,1.82,90,6,1.63,95
apremio,4.84,1.34,95,5.56,1.15,90
aprende,7.25,1.21,100,4.55,2.09,100
aprender,7.28,1.43,100,4.85,2.49,100
aprenderé,7.4,1.47,100,5.7,1.66,100
aprendería,7,1.34,100,5.1,1.37,100
aprendiz,6.1,1.02,100,5.5,1.57,100
aprendizaje,7.05,1.23,100,5.65,2.46,100
aprendo,6.75,1.41,100,5.6,1.64,100
aprensión,3.75,1.83,100,6,1.86,100
apresar,3.21,1.96,95,6.5,1.28,100
apresurar,4.05,0.83,100,6.75,1.41,100
apretar,3.75,1.25,100,6.2,1.11,100
apretón,4.65,1.14,100,5.95,1.15,100
aprieto,3.85,1.31,100,6.3,1.56,100
aprisa,4.79,0.85,95,6.2,1.88,100
aprobación,7.13,1.28,100,5.55,2.25,100
aprobado,8.35,0.93,100,6.65,2.62,100
aprobar,8.2,1.2,100,6.05,2.74,100
apropiación,3.95,1.39,95,5.9,1.68,100
apropiar,5.05,1.73,100,5.75,1.12,100
aprovechamiento,5.3,2,100,5.75,2.22,100
aprovechar,4.55,1.85,100,5.45,1.7,100
aprovisionamiento,4.65,1.09,100,5.5,1.42,90
aproximación,5.9,1.17,100,5.15,1.46,100
aproximar,5.95,1,100,4.95,1,100
aptitud,7.15,1.39,100,5.2,1.67,100
apto,7.25,1.25,100,5.4,3.14,100
apuesta,4.5,1,100,6.75,1.07,100
apuñalar,1.35,0.59,100,7.95,1,100
apuntar,5.05,1.43,100,5.55,1.1,100
apunte,4.9,1.21,100,4.4,1.64,100
apurar,4.65,1.18,100,6.75,1.55,100
apuro,3.2,0.77,100,7.05,1.1,100
apuros,2.7,1.08,100,6.73,1.32,100
aquel,4.9,0.45,100,4.8,1.2,100
aqui,5.6,1.23,100,4.8,1.74,100
aquí,5.9,1.37,100,4.3,1.49,100
ara,5.07,0.26,75,4.46,1.2,65
árabe,4.9,1.8,100,5.45,0.83,100
arado,5.45,1.5,100,4.4,1.19,100
aragonés,5.25,0.72,100,4.55,1.15,100
arameo,4.93,0.46,75,5.18,0.81,85
araña,3.74,1.48,97.5,7.38,1.5,100
arancel,5.21,0.97,70,4.93,0.26,75
arandela,5.15,0.59,100,4.05,1.93,95
arar,4.45,1.19,100,4.44,1.95,90
arbitraje,5.45,1.19,100,5.35,1.42,100
arbitral,5.35,0.88,100,5.58,0.9,95
arbitrar,5.3,1.38,100,5.15,1.9,100
arbitraria,4.5,0.95,100,5.4,1.1,100
arbitrariedad,4.8,1.32,100,5.35,1.39,100
arbitrio,5.09,0.94,55,4.43,1.95,70
árbitro,4.95,0.94,100,6.1,1.77,100
árbol,6.78,1.46,100,3.63,1.62,100
arbolado,6.55,1.23,100,3.53,1.93,95
arboleda,6.65,1.14,100,3.8,1.82,100
arbusto,5.9,1.33,100,4.25,1.52,100
arca,6.21,1.36,95,4.95,1.39,100
arcaico,5.12,1.05,85,5,1.52,100
arcángel,5.7,1.08,100,3.7,1.98,100
archiduque,4.47,1.39,95,4.95,1.39,95
archipiélago,5.95,1.19,100,4.45,1.82,100
archivar,5.25,1.29,100,4.5,0.95,100
arcilla,5.95,0.89,100,4.65,0.81,100
arcipreste,5.16,1.26,95,4.61,0.98,90
arco,5.55,0.89,100,4.45,1.47,100
arcón,5.4,0.63,75,5.25,1.74,100
arder,2.85,1.76,100,7.5,1.36,100
ardiente,5.8,1.88,100,7.45,1.1,100
ardilla,6.6,0.99,100,3.85,2.01,100
ardor,2.4,1.19,100,6.7,1.81,100
ardua,4.79,2.01,70,5.85,1.07,65
área,5.2,0.52,100,4.5,1.15,100
arena,6.85,1.84,100,4.6,2.52,100
arenisca,4.4,1.39,100,4.59,1.58,85
arenoso,5.45,1.43,100,4.25,1.52,100
arenque,5,1.51,75,4.47,1.47,95
argelino,4.9,0.72,100,5.1,1.07,100
argentina,5.65,1.31,100,5.1,1.33,100
argentino,6.15,1.5,100,5.35,1.23,100
argolla,4.73,0.9,55,5.3,0.48,50
argot,5.38,1.04,65,5.55,1.37,55
argumentación,6.05,1.39,95,5.1,1.62,100
argumental,5.6,1.05,100,5.05,0.94,100
argumentar,6.6,1.14,100,5.45,1.7,100
argumento,5.9,1.33,100,4.45,1.19,100
aria,3.17,1.54,90,6.46,1.56,65
aridez,3.42,1.26,95,5,1.12,100
árido,3.5,1,100,5.33,1.78,90
ariete*,4.91,0.3,55,5.25,1.28,40
arista,5.63,1.67,95,4.68,1.63,95
aristocracia,4.3,1.17,100,5.75,1.21,100
aristócrata,4.25,1.65,100,4.6,1.47,100
aristocrática,3.65,1.42,100,5.3,1.87,100
aristotélica,5.26,1.19,95,4.8,1.77,100
aritmética,4.2,1.47,100,4.95,1.73,100
arma,2.2,1.51,100,7.5,1.13,100
armada,3.35,1.84,100,6.4,1.27,100
armadura,4.7,1.56,100,5.5,1.85,100
armamento,2.65,1.14,100,6.65,1.46,100
armar,3.9,2,100,6.65,1.35,100
armario,5.25,0.64,100,4.5,1.36,100
armas,2.75,1.55,100,7.65,1.95,100
armazón,4.63,0.9,95,5.55,0.89,100
armenio,5,0.37,80,5.08,0.64,65
armisticio,5.36,1.57,55,5.33,1.07,60
armonía,8.1,1.02,100,2.95,2.14,100
armónica,6.3,1.3,100,3.35,1.69,100
armoniosa,6.75,1.59,100,2.45,1.54,100
armonización,7.05,1.88,100,3.9,2.27,100
armonizar,6.9,1.33,100,3.8,2.46,100
aro,5.2,0.7,100,5.2,1.11,100
aroma,6.6,1.27,100,4.2,2.61,100
aromático,7.15,1.46,100,3.4,1.35,100
arpa,6.45,1.19,100,3.05,1.61,100
arpón,3.65,1.9,100,5.7,1.72,100
arqueología,6.55,1.64,100,4.5,2.04,100
arqueológico,6.05,1.23,100,4.55,1.47,100
arqueólogo,5.6,1.23,100,4.8,1.82,100
arquero,5.65,1.27,100,6.05,1.03,95
arquetipo,5,0.61,85,5.21,1.36,95
arquitecto,6.4,1.76,100,5.1,1.33,100
arquitectónico,5.65,0.99,100,4.6,1.64,100
arquitectura,5.65,1.09,100,4.9,1.59,100
arrabal,4.77,1.36,65,4.8,1.32,50
arraigo,5.3,1.42,100,4.9,1.07,100
arrancar,4.25,1.62,100,6,1.75,100
arranque,5.1,1.25,100,5.75,1.07,100
arrasar,4.9,1.97,100,6.35,1.09,100
arrastrar,3.65,1.14,100,5.9,1.07,100
arrastre,3.2,1.28,100,5.25,1.48,100
arrebatar,3.65,1.63,100,6.55,1.15,100
arrebato,4.2,1.47,100,7,1.03,100
arrecife,6.65,1.69,100,4.45,2.01,100
arreglar,7.15,1.23,100,5,1.38,100
arreglo,6.25,1.12,100,4.35,1.73,100
arremeter,3.9,1.07,100,6.68,1.11,95
arrendadas,4.7,1.13,100,5.42,1.46,95
arrendamiento,4.85,1.35,100,5.17,2.2,90
arrendatario,4.47,1.35,95,5.4,1.7,100
arrepentido,4.75,2.29,100,5.63,2.06,100
arrepentimiento,4.35,2.08,100,6.45,2.06,100
arrepentirse,2.9,1.59,100,5.8,1.88,100
arrestar,2.6,1.23,100,6.8,1.2,100
arresto,2.85,1.23,100,6.75,1.33,100
arriba,5.85,0.99,100,5.3,1.34,100
arribar,5.63,1.26,80,5.4,0.83,75
arribo,5.41,0.62,85,5.13,1.36,75
arriendo,5,0.68,70,5.08,1.71,65
arriesgar,6.2,1.61,100,7.15,1.04,100
arrodillar,3.45,1.54,100,4.9,1.37,100
arrogancia,2.85,1.35,100,7.1,1.37,100
arrogante,2.5,1.28,100,6.9,1.1,100
arrojar,4.05,1.05,100,5.6,0.99,100
arrojo,4.5,1.76,100,5.78,0.94,90
arrostrar*,3.75,2.66,40,5.4,1.26,50
arroyo,6.2,1.15,100,3.7,2.27,100
arroyuelo,5.76,1.09,85,3.53,1.74,85
arroz,6.95,1.43,100,4.05,1.54,100
arruinar,2.95,1.73,100,7.3,1.34,100
arsenal,4.15,1.57,100,6.26,1.28,95
arsénico,3.45,1.43,100,6.3,1.26,100
arte,7.05,1.28,100,4.68,2.42,100
artefacto,4.55,1.5,100,5.95,1.76,100
arteria,4.84,1.42,95,5.63,1.38,95
arterial,5.35,1.18,100,5.25,1.45,100
artesanal,6.75,1.16,100,4.4,1.23,100
artesanía,6.8,1.67,100,3.95,1.43,100
artesano,6.75,1.37,100,3.85,1.87,100
ártico,6,1.45,100,5.05,1.79,100
articulación,5.45,1.39,100,4.65,1.6,100
articulaciones,5,0.46,100,5.05,0.51,100
articular,6,1.52,100,5.1,1.71,100
artículo,5.65,0.81,100,5,1.78,100
artífice,4.95,0.76,100,5.4,0.94,100
